time,0_rod(payload_bars compound_7gilrq).X,0_rod(payload_bars compound_7gilrq).Y,0_rod(payload_bars compound_7gilrq).Z,0_rod(payload_bars compound_7gilrq).Euler1,0_rod(payload_bars compound_7gilrq).Euler2,0_rod(payload_bars compound_7gilrq).Euler3,0_rod(payload_bars compound_7gilrq).mass,1_rod(payload_bars compound_7gilrq).X,1_rod(payload_bars compound_7gilrq).Y,1_rod(payload_bars compound_7gilrq).Z,1_rod(payload_bars compound_7gilrq).Euler1,1_rod(payload_bars compound_7gilrq).Euler2,1_rod(payload_bars compound_7gilrq).Euler3,1_rod(payload_bars compound_7gilrq).mass,2_rod(payload_bars compound_7gilrq).X,2_rod(payload_bars compound_7gilrq).Y,2_rod(payload_bars compound_7gilrq).Z,2_rod(payload_bars compound_7gilrq).Euler1,2_rod(payload_bars compound_7gilrq).Euler2,2_rod(payload_bars compound_7gilrq).Euler3,2_rod(payload_bars compound_7gilrq).mass,3_rod(payload_bars compound_7gilrq).X,3_rod(payload_bars compound_7gilrq).Y,3_rod(payload_bars compound_7gilrq).Z,3_rod(payload_bars compound_7gilrq).Euler1,3_rod(payload_bars compound_7gilrq).Euler2,3_rod(payload_bars compound_7gilrq).Euler3,3_rod(payload_bars compound_7gilrq).mass,4_rod(sense_bar compound_7gilrq).X,4_rod(sense_bar compound_7gilrq).Y,4_rod(sense_bar compound_7gilrq).Z,4_rod(sense_bar compound_7gilrq).Euler1,4_rod(sense_bar compound_7gilrq).Euler2,4_rod(sense_bar compound_7gilrq).Euler3,4_rod(sense_bar compound_7gilrq).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.2827,-0.464723,10.5628,-1.15833,0.0134562,0.0873294,1.01635,0.24652,-0.464723,10.5628,-1.15833,0.0134562,0.0873294,1.01635,0.24652,-0.464723,10.5628,-1.15833,0.0134562,0.0873294,1.01635,0.24652,-0.464723,10.5628,-1.15833,0.0134562,0.0873294,1.01635,0.24652,-0.464723,10.5628,-1.15833,0.0134562,0.0873294,1.01635,0.24652,-1.19418,10.5381,-1.10498,0.0294434,0.0899613,-1.3367,0.0593527,0.286823,10.5584,-1.24246,-0.0248234,0.102545,-1.3419,0.0593527,-0.523795,10.7202,-1.89469,0.0356728,0.115356,0.226953,0.0593527,-0.383237,10.3766,-0.452818,0.0348446,0.111802,0.226874,0.0593527,-0.44699,9.82299,-1.34131,-1.70299,1.00466,-0.172692,0.0593527,-0.460158,11.274,-1.00572,-1.71955,1.05003,-0.18654,0.0593527,
1.2928,-0.481092,10.6885,-1.19801,0.00266923,0.0842624,0.835538,0.24652,-0.481092,10.6885,-1.19801,0.00266923,0.0842624,0.835538,0.24652,-0.481092,10.6885,-1.19801,0.00266923,0.0842624,0.835538,0.24652,-0.481092,10.6885,-1.19801,0.00266923,0.0842624,0.835538,0.24652,-0.481092,10.6885,-1.19801,0.00266923,0.0842624,0.835538,0.24652,-1.21043,10.6697,-1.14751,0.0526671,0.0841249,-1.51499,0.0593527,0.271272,10.6736,-1.27364,-0.0277435,0.0881386,-1.5219,0.0593527,-0.53321,10.7111,-1.95114,0.0198447,0.108981,0.0453345,0.0593527,-0.403904,10.6325,-0.470352,0.0210136,0.134668,0.0453623,0.0593527,-0.458035,9.92807,-1.24547,-1.66626,0.857779,-0.130364,0.0593527,-0.480175,11.4155,-1.17569,-1.66521,0.84414,-0.128449,0.0593527,
1.3029,-0.496686,10.8039,-1.23805,-0.00643656,0.0734553,0.65053,0.24652,-0.496686,10.8039,-1.23805,-0.00643656,0.0734553,0.65053,0.24652,-0.496686,10.8039,-1.23805,-0.00643656,0.0734553,0.65053,0.24652,-0.496686,10.8039,-1.23805,-0.00643656,0.0734553,0.65053,0.24652,-0.496686,10.8039,-1.23805,-0.00643656,0.0734553,0.65053,0.24652,-1.22677,10.7909,-1.19012,-0.0138164,0.0774955,-1.7001,0.0593527,0.256301,10.7802,-1.30456,0.0545905,0.086111,-1.6945,0.0593527,-0.543244,10.6916,-1.98348,0.0156935,0.0268996,-0.135143,0.0593527,-0.426704,10.879,-0.511175,0.0162486,0.0229401,-0.135383,0.0593527,-0.470817,10.0474,-1.14822,-1.63477,0.634846,-0.095679,0.0593527,-0.499406,11.5232,-1.34659,-1.62987,0.587623,-0.0924623,0.0593527,
1.313,-0.512872,10.9089,-1.27826,-0.0134136,0.0608615,0.46963,0.24652,-0.512872,10.9089,-1.27826,-0.0134136,0.0608615,0.46963,0.24652,-0.512872,10.9089,-1.27826,-0.0134136,0.0608615,0.46963,0.24652,-0.512872,10.9089,-1.27826,-0.0134136,0.0608615,0.46963,0.24652,-0.512872,10.9089,-1.27826,-0.0134136,0.0608615,0.46963,0.24652,-1.24289,10.9012,-1.23414,-0.0291748,0.0638227,-1.88122,0.0593527,0.240668,10.8777,-1.33387,0.0351668,0.0839402,-1.87647,0.0593527,-0.551973,10.6646,-1.99183,0.0117332,0.0341996,-0.315792,0.0593527,-0.448751,11.1136,-0.576336,0.0198126,0.00953873,-0.31593,0.0593527,-0.484459,10.1812,-1.05384,-1.61817,0.446414,-0.0742438,0.0593527,-0.516942,11.5972,-1.51374,-1.62119,0.469875,-0.0746443,0.0593527,
1.3231,-0.528591,11.0038,-1.31861,-0.0198579,0.0507901,0.292177,0.24652,-0.528591,11.0038,-1.31861,-0.0198579,0.0507901,0.292177,0.24652,-0.528591,11.0038,-1.31861,-0.0198579,0.0507901,0.292177,0.24652,-0.528591,11.0038,-1.31861,-0.0198579,0.0507901,0.292177,0.24652,-0.528591,11.0038,-1.31861,-0.0198579,0.0507901,0.292177,0.24652,-1.25929,10.9997,-1.27984,0.0164897,0.0765534,-2.05868,0.0593527,0.225632,10.9665,-1.36106,-0.05063,0.0407871,-2.06261,0.0593527,-0.561288,10.6346,-1.97669,-0.024688,0.0924251,-0.498676,0.0593527,-0.471704,11.3318,-0.664364,-0.0257988,0.0944452,-0.498937,0.0593527,-0.499929,10.328,-0.967075,-1.61049,0.312146,-0.0574315,0.0593527,-0.533407,11.6385,-1.67378,-1.61299,0.345021,-0.0577274,0.0593527,
1.3332,-0.5447,11.0881,-1.35891,-0.0246866,0.0396938,0.11215,0.24652,-0.5447,11.0881,-1.35891,-0.0246866,0.0396938,0.11215,0.24652,-0.5447,11.0881,-1.35891,-0.0246866,0.0396938,0.11215,0.24652,-0.5447,11.0881,-1.35891,-0.0246866,0.0396938,0.11215,0.24652,-0.5447,11.0881,-1.35891,-0.0246866,0.0396938,0.11215,0.24652,-1.27543,11.0874,-1.32618,-0.0065232,0.0593877,-2.24035,0.0593527,0.209952,11.0476,-1.38765,-0.0474587,0.0267324,-2.24211,0.0593527,-0.569669,10.6068,-1.9404,-0.0236545,0.0630242,-0.678342,0.0593527,-0.494159,11.5283,-0.773745,-0.033726,0.0754808,-0.679115,0.0593527,-0.516589,10.4866,-0.891712,-1.60215,0.118245,-0.04208,0.0593527,-0.548115,11.6487,-1.82242,-1.60148,0.0799395,-0.0411051,0.0593527,
1.3433,-0.560369,11.1619,-1.39909,-0.0262873,0.0253462,-0.0700194,0.24652,-0.560369,11.1619,-1.39909,-0.0262873,0.0253462,-0.0700194,0.24652,-0.560369,11.1619,-1.39909,-0.0262873,0.0253462,-0.0700194,0.24652,-0.560369,11.1619,-1.39909,-0.0262873,0.0253462,-0.0700194,0.24652,-0.560369,11.1619,-1.39909,-0.0262873,0.0253462,-0.0700194,0.24652,-1.29157,11.1643,-1.37302,-0.0467152,0.0101756,-2.4216,0.0593527,0.194662,11.1205,-1.41465,0.00488816,0.0688767,-2.41954,0.0593527,-0.579089,10.5843,-1.88542,0.0242989,0.00257187,-0.85696,0.0593527,-0.517238,11.7,-0.901726,0.0297508,-0.0021088,-0.857401,0.0593527,-0.534953,10.6539,-0.831319,-1.59723,-0.100945,-0.0282437,0.0593527,-0.561675,11.6302,-1.95573,-1.59708,-0.123557,-0.0278112,0.0593527,
1.3534,-0.576389,11.2254,-1.43941,-0.024872,0.0115939,-0.250404,0.24652,-0.576389,11.2254,-1.43941,-0.024872,0.0115939,-0.250404,0.24652,-0.576389,11.2254,-1.43941,-0.024872,0.0115939,-0.250404,0.24652,-0.576389,11.2254,-1.43941,-0.024872,0.0115939,-0.250404,0.24652,-0.576389,11.2254,-1.43941,-0.024872,0.0115939,-0.250404,0.24652,-1.30764,11.2292,-1.41996,-0.024223,0.0250995,-2.60134,0.0593527,0.178817,11.1851,-1.44053,-0.00401142,0.0581544,-2.6005,0.0593527,-0.588558,10.5698,-1.81411,0.00498419,0.0118678,-1.03794,0.0593527,-0.538827,11.8441,-1.04627,0.0218784,0.0019103,-1.03793,0.0593527,-0.554452,10.8278,-0.789504,-1.59648,-0.247454,-0.0145251,0.0593527,-0.573595,11.5867,-2.07065,-1.59794,-0.209159,-0.0132786,0.0593527,
1.3635,-0.592055,11.2786,-1.47934,-0.0227183,-0.00185376,-0.42927,0.24652,-0.592055,11.2786,-1.47934,-0.0227183,-0.00185376,-0.42927,0.24652,-0.592055,11.2786,-1.47934,-0.0227183,-0.00185376,-0.42927,0.24652,-0.592055,11.2786,-1.47934,-0.0227183,-0.00185376,-0.42927,0.24652,-0.592055,11.2786,-1.47934,-0.0227183,-0.00185376,-0.42927,0.24652,-1.32358,11.2821,-1.46742,-0.00976201,0.0479584,-2.78116,0.0593527,0.163272,11.2422,-1.4665,-0.0359587,-0.0214526,-2.78149,0.0593527,-0.599538,10.5663,-1.73043,-0.0563982,0.0272497,-1.21924,0.0593527,-0.560209,11.9581,-1.20356,-0.0588524,0.0281385,-1.21964,0.0593527,-0.575384,11.0038,-0.768548,-1.59768,-0.40321,0.000511384,0.0593527,-0.584678,11.5205,-2.16536,-1.59813,-0.397015,0.00115258,0.0593527,
1.3736,-0.608054,11.3214,-1.51923,-0.018044,-0.0146498,-0.608982,0.24652,-0.608054,11.3214,-1.51923,-0.018044,-0.0146498,-0.608982,0.24652,-0.608054,11.3214,-1.51923,-0.018044,-0.0146498,-0.608982,0.24652,-0.608054,11.3214,-1.51923,-0.018044,-0.0146498,-0.608982,0.24652,-0.608054,11.3214,-1.51923,-0.018044,-0.0146498,-0.608982,0.24652,-1.33961,11.3239,-1.51453,-0.0231003,-0.0134632,-2.96142,0.0593527,0.147246,11.2912,-1.49296,-0.0274125,-0.0378014,-2.9613,0.0593527,-0.610535,10.5756,-1.63842,-0.02655,0.00267128,-1.39856,0.0593527,-0.580152,12.0393,-1.36916,-0.0375753,0.00459093,-1.39863,0.0593527,-0.597113,11.1787,-0.770498,-1.60261,-0.628262,0.0170799,0.0593527,-0.594438,11.4362,-2.2372,-1.60478,-0.669283,0.019283,0.0593527,
1.3837,-0.623622,11.3539,-1.55846,-0.0105695,-0.0269865,-0.789683,0.24652,-0.623622,11.3539,-1.55846,-0.0105695,-0.0269865,-0.789683,0.24652,-0.623622,11.3539,-1.55846,-0.0105695,-0.0269865,-0.789683,0.24652,-0.623622,11.3539,-1.55846,-0.0105695,-0.0269865,-0.789683,0.24652,-0.623622,11.3539,-1.55846,-0.0105695,-0.0269865,-0.789683,0.24652,-1.35521,11.3542,-1.56164,-0.0161788,-0.0476719,-3.14155,0.0593527,0.131383,11.3319,-1.52097,-0.0161289,0.0174688,-3.14154,0.0593527,-0.623484,10.5987,-1.54235,0.0443071,-0.0108795,-1.57918,0.0593527,-0.599923,12.0873,-1.53964,0.0514634,-0.0107898,-1.57967,0.0593527,-0.62008,11.3478,-0.796296,-1.61448,-0.81419,0.0395839,0.0593527,-0.603554,11.3382,-2.28558,-1.61488,-0.81086,0.040273,0.0593527,
1.3938,-0.639584,11.3761,-1.59774,-0.00115695,-0.037854,-0.970514,0.24652,-0.639584,11.3761,-1.59774,-0.00115695,-0.037854,-0.970514,0.24652,-0.639584,11.3761,-1.59774,-0.00115695,-0.037854,-0.970514,0.24652,-0.639584,11.3761,-1.59774,-0.00115695,-0.037854,-0.970514,0.24652,-0.639584,11.3761,-1.59774,-0.00115695,-0.037854,-0.970514,0.24652,-1.37111,11.3727,-1.60739,-0.0130009,-0.00441405,2.96136,0.0593527,0.115175,11.3647,-1.54943,-0.0155123,0.0106877,2.96134,0.0593527,-0.637113,10.6362,-1.44615,0.0155805,-0.0188883,-1.75953,0.0593527,-0.61731,12.1011,-1.71037,0.0323622,-0.0156713,-1.75999,0.0593527,-0.643454,11.5069,-0.846848,-1.62958,-0.944631,0.0659044,0.0593527,-0.611692,11.2309,-2.3098,-1.62762,-0.913108,0.0653037,0.0593527,
1.4039,-0.655124,11.3883,-1.63652,0.01021,-0.0473039,-1.15099,0.24652,-0.655124,11.3883,-1.63652,0.01021,-0.0473039,-1.15099,0.24652,-0.655124,11.3883,-1.63652,0.01021,-0.0473039,-1.15099,0.24652,-0.655124,11.3883,-1.63652,0.01021,-0.0473039,-1.15099,0.24652,-0.655124,11.3883,-1.63652,0.01021,-0.0473039,-1.15099,0.24652,-1.38649,11.3797,-1.65232,-0.00814674,-0.0136601,2.78129,0.0593527,0.0989529,11.3892,-1.57944,0.0102958,-0.0627282,2.7806,0.0593527,-0.653018,10.6875,-1.35483,-0.0359795,-0.0482202,-1.93774,0.0593527,-0.634022,12.0814,-1.87706,-0.0386429,-0.0492453,-1.93774,0.0593527,-0.667427,11.6513,-0.921136,-1.67021,-1.13761,0.116533,0.0593527,-0.619882,11.1174,-2.31077,-1.67555,-1.15263,0.121813,0.0593527,
1.414,-0.671072,11.3903,-1.67485,0.0233464,-0.0543648,-1.33101,0.24652,-0.671072,11.3903,-1.67485,0.0233464,-0.0543648,-1.33101,0.24652,-0.671072,11.3903,-1.67485,0.0233464,-0.0543648,-1.33101,0.24652,-0.671072,11.3903,-1.67485,0.0233464,-0.0543648,-1.33101,0.24652,-0.671072,11.3903,-1.67485,0.0233464,-0.0543648,-1.33101,0.24652,-1.4022,11.3757,-1.69645,0.0268971,-0.0715905,2.59981,0.0593527,0.0825434,11.4048,-1.61138,0.0310765,-0.0782842,2.5995,0.0593527,-0.669316,10.7514,-1.27208,0.00939211,-0.0444855,-2.11942,0.0593527,-0.648719,12.0292,-2.03551,0.00190269,-0.0490575,-2.1193,0.0593527,-0.691234,11.7774,-1.01861,-1.81497,-1.35693,0.269354,0.0593527,-0.627652,11.0032,-2.28898,-1.8585,-1.38256,0.312891,0.0593527,
1.4241,-0.686566,11.3823,-1.71274,0.0372094,-0.0595245,-1.51148,0.24652,-0.686566,11.3823,-1.71274,0.0372094,-0.0595245,-1.51148,0.24652,-0.686566,11.3823,-1.71274,0.0372094,-0.0595245,-1.51148,0.24652,-0.686566,11.3823,-1.71274,0.0372094,-0.0595245,-1.51148,0.24652,-0.686566,11.3823,-1.71274,0.0372094,-0.0595245,-1.51148,0.24652,-1.41738,11.3607,-1.73891,0.0341999,-0.0648701,2.41928,0.0593527,0.066089,11.4113,-1.64531,0.00905082,-0.036228,2.42056,0.0593527,-0.687866,10.826,-1.20186,0.0694738,-0.00983548,-2.30171,0.0593527,-0.662949,11.9462,-2.18208,0.0750878,-0.00478483,-2.30192,0.0593527,-0.715371,11.8807,-1.13671,-2.37789,-1.48669,0.842894,0.0593527,-0.635683,10.8915,-2.24741,-2.24038,-1.47331,0.706387,0.0593527,
1.4342,-0.702469,11.3643,-1.75028,0.0521101,-0.0628099,-1.69314,0.24652,-0.702469,11.3643,-1.75028,0.0521101,-0.0628099,-1.69314,0.24652,-0.702469,11.3643,-1.75028,0.0521101,-0.0628099,-1.69314,0.24652,-0.702469,11.3643,-1.75028,0.0521101,-0.0628099,-1.69314,0.24652,-0.702469,11.3643,-1.75028,0.0521101,-0.0628099,-1.69314,0.24652,-1.43286,11.3348,-1.77952,0.0133321,-0.0388007,2.2403,0.0593527,0.049498,11.4087,-1.68161,0.0095335,-0.0355366,2.24043,0.0593527,-0.707247,10.9086,-1.14799,0.049173,-0.0409912,-2.48167,0.0593527,-0.674758,11.8351,-2.31281,0.0582464,-0.029284,-2.48225,0.0593527,-0.738835,11.9577,-1.27336,2.23181,-1.45675,2.52716,0.0593527,-0.643841,10.7863,-2.18772,2.3219,-1.46799,2.43849,0.0593527,
1.4443,-0.717997,11.3365,-1.78758,0.0678268,-0.0623931,-1.87451,0.24652,-0.717997,11.3365,-1.78758,0.0678268,-0.0623931,-1.87451,0.24652,-0.717997,11.3365,-1.78758,0.0678268,-0.0623931,-1.87451,0.24652,-0.717997,11.3365,-1.78758,0.0678268,-0.0623931,-1.87451,0.24652,-0.717997,11.3365,-1.78758,0.0678268,-0.0623931,-1.87451,0.24652,-1.44799,11.2985,-1.81833,0.0512146,-0.059564,2.0586,0.0593527,0.0328291,11.3967,-1.71993,0.0704413,-0.06983,2.05736,0.0593527,-0.728668,10.996,-1.11349,0.0325583,-0.0959771,-2.66034,0.0593527,-0.685813,11.6992,-2.42481,0.0311206,-0.0987153,-2.66025,0.0593527,-0.76184,12.0056,-1.42484,1.83552,-1.24769,2.93235,0.0593527,-0.652991,10.6893,-2.11334,1.82239,-1.22417,2.94524,0.0593527,
1.4544,-0.733868,11.2989,-1.82426,0.0835253,-0.0589695,-2.05446,0.24652,-0.733868,11.2989,-1.82426,0.0835253,-0.0589695,-2.05446,0.24652,-0.733868,11.2989,-1.82426,0.0835253,-0.0589695,-2.05446,0.24652,-0.733868,11.2989,-1.82426,0.0835253,-0.0589695,-2.05446,0.24652,-0.733868,11.2989,-1.82426,0.0835253,-0.0589695,-2.05446,0.24652,-1.46321,11.2519,-1.85586,0.0998532,-0.0707096,1.87548,0.0593527,0.0160562,11.3741,-1.76058,0.10491,-0.0721506,1.87512,0.0593527,-0.750488,11.0846,-1.10019,0.0679806,-0.0559286,-2.84263,0.0593527,-0.695316,11.5415,-2.51602,0.0660194,-0.0622822,-2.8428,0.0593527,-0.783734,12.0218,-1.58821,1.76564,-1.05588,3.01193,0.0593527,-0.662791,10.6044,-2.02816,1.76468,-1.04565,3.01355,0.0593527,
1.4645,-0.749431,11.2515,-1.86077,0.0982231,-0.0541746,-2.23476,0.24652,-0.749431,11.2515,-1.86077,0.0982231,-0.0541746,-2.23476,0.24652,-0.749431,11.2515,-1.86077,0.0982231,-0.0541746,-2.23476,0.24652,-0.749431,11.2515,-1.86077,0.0982231,-0.0541746,-2.23476,0.24652,-0.749431,11.2515,-1.86077,0.0982231,-0.0541746,-2.23476,0.24652,-1.47831,11.1957,-1.89114,0.0777257,-0.0575059,1.6968,0.0593527,-0.000649395,11.3411,-1.80352,0.0707098,-0.056558,1.6972,0.0593527,-0.773786,11.1707,-1.11027,0.08979,0.00666531,-3.0239,0.0593527,-0.704447,11.3662,-2.58431,0.0907232,0.0146108,-3.02397,0.0593527,-0.804966,12.0049,-1.75852,1.74643,-0.922494,3.04418,0.0593527,-0.673614,10.5319,-1.93627,1.75089,-0.943769,3.04116,0.0593527,
1.4746,-0.76526,11.1945,-1.89696,0.11256,-0.047125,-2.41639,0.24652,-0.76526,11.1945,-1.89696,0.11256,-0.047125,-2.41639,0.24652,-0.76526,11.1945,-1.89696,0.11256,-0.047125,-2.41639,0.24652,-0.76526,11.1945,-1.89696,0.11256,-0.047125,-2.41639,0.24652,-0.76526,11.1945,-1.89696,0.11256,-0.047125,-2.41639,0.24652,-1.49341,11.1298,-1.92433,0.0717727,-0.0542055,1.51731,0.0593527,-0.0174525,11.297,-1.84913,0.0627221,-0.0545078,1.51779,0.0593527,-0.797669,11.2491,-1.14435,0.0962452,-0.0380826,3.0789,0.0593527,-0.712112,11.1781,-2.62895,0.0954712,-0.0258472,3.0787,0.0593527,-0.824739,11.9534,-1.93206,1.7295,-0.738111,3.07323,0.0593527,-0.685577,10.4736,-1.84152,1.73048,-0.738136,3.07331,0.0593527,
1.4847,-0.780916,11.1276,-1.93309,0.12506,-0.03589,-2.59711,0.24652,-0.780916,11.1276,-1.93309,0.12506,-0.03589,-2.59711,0.24652,-0.780916,11.1276,-1.93309,0.12506,-0.03589,-2.59711,0.24652,-0.780916,11.1276,-1.93309,0.12506,-0.03589,-2.59711,0.24652,-0.780916,11.1276,-1.93309,0.12506,-0.03589,-2.59711,0.24652,-1.50857,11.0547,-1.95584,0.129835,-0.0402159,1.33479,0.0593527,-0.0341551,11.242,-1.8965,0.122625,-0.042048,1.33508,0.0593527,-0.822467,11.3159,-1.20282,0.121301,-0.0860125,2.89774,0.0593527,-0.719361,10.981,-2.64957,0.121941,-0.0885588,2.89756,0.0593527,-0.843232,11.868,-2.10414,1.71936,-0.515091,3.09575,0.0593527,-0.699083,10.4289,-1.74803,1.71891,-0.492312,3.09656,0.0593527,
1.4948,-0.796724,11.0514,-1.96887,0.135294,-0.0224445,-2.77622,0.24652,-0.796724,11.0514,-1.96887,0.135294,-0.0224445,-2.77622,0.24652,-0.796724,11.0514,-1.96887,0.135294,-0.0224445,-2.77622,0.24652,-0.796724,11.0514,-1.96887,0.135294,-0.0224445,-2.77622,0.24652,-0.796724,11.0514,-1.96887,0.135294,-0.0224445,-2.77622,0.24652,-1.52359,10.9706,-1.98615,0.146492,-0.0247168,1.15431,0.0593527,-0.051012,11.1752,-1.9455,0.160129,-0.0185218,1.15401,0.0593527,-0.847224,11.3673,-1.28471,0.119199,-0.0248074,2.71807,0.0593527,-0.726261,10.7788,-2.64685,0.121281,-0.0294217,2.71783,0.0593527,-0.860168,11.7483,-2.27064,1.71851,-0.358342,3.11239,0.0593527,-0.713885,10.3976,-1.66111,1.71931,-0.359938,3.1128,0.0593527,
1.5049,-0.812452,10.9654,-2.00469,0.144268,-0.0087895,-2.95606,0.24652,-0.812452,10.9654,-2.00469,0.144268,-0.0087895,-2.95606,0.24652,-0.812452,10.9654,-2.00469,0.144268,-0.0087895,-2.95606,0.24652,-0.812452,10.9654,-2.00469,0.144268,-0.0087895,-2.95606,0.24652,-0.812452,10.9654,-2.00469,0.144268,-0.0087895,-2.95606,0.24652,-1.5388,10.8782,-2.01479,0.118231,-0.0335243,0.975123,0.0593527,-0.0675803,11.0964,-1.99612,0.133276,-0.0232657,0.97469,0.0593527,-0.872105,11.3986,-1.389,0.0975758,0.0314064,2.53744,0.0593527,-0.733355,10.5761,-2.62191,0.0932657,0.0376282,2.53716,0.0593527,-0.875887,11.5968,-2.42716,1.7204,-0.211607,3.12876,0.0593527,-0.730021,10.3778,-1.58384,1.72127,-0.228911,3.12924,0.0593527,
1.515,-0.828261,10.8699,-2.04053,0.151092,0.00643465,-3.13686,0.24652,-0.828261,10.8699,-2.04053,0.151092,0.00643465,-3.13686,0.24652,-0.828261,10.8699,-2.04053,0.151092,0.00643465,-3.13686,0.24652,-0.828261,10.8699,-2.04053,0.151092,0.00643465,-3.13686,0.24652,-0.828261,10.8699,-2.04053,0.151092,0.00643465,-3.13686,0.24652,-1.55399,10.7775,-2.04193,0.135225,-0.0156716,0.795049,0.0593527,-0.0841647,11.0049,-2.04819,0.118432,-0.0319258,0.795446,0.0593527,-0.896916,11.4058,-1.5128,0.136888,-0.0014785,2.35784,0.0593527,-0.740291,10.377,-2.57741,0.129393,0.00603971,2.35768,0.0593527,-0.89001,11.4147,-2.56988,1.7242,0.00478975,-3.13747,0.0593527,-0.747648,10.3679,-1.52039,1.72491,0.0142422,-3.13682,0.0593527,
1.5251,-0.844078,10.7646,-2.07651,0.153586,0.0241546,2.96664,0.24652,-0.844078,10.7646,-2.07651,0.153586,0.0241546,2.96664,0.24652,-0.844078,10.7646,-2.07651,0.153586,0.0241546,2.96664,0.24652,-0.844078,10.7646,-2.07651,0.153586,0.0241546,2.96664,0.24652,-0.844078,10.7646,-2.07651,0.153586,0.0241546,2.96664,0.24652,-1.56929,10.6685,-2.06828,0.165746,0.0319331,0.615548,0.0593527,-0.100584,10.9014,-2.10081,0.150429,0.010123,0.61522,0.0593527,-0.921351,11.3859,-1.65404,0.182809,-0.0153801,2.178,0.0593527,-0.747557,10.1843,-2.51536,0.184242,-0.0163624,2.17772,0.0593527,-0.902727,11.2056,-2.69559,1.7322,0.20291,-3.11952,0.0593527,-0.766736,10.3647,-1.47374,1.73331,0.220332,-3.11866,0.0593527,
1.5352,-0.85991,10.6499,-2.11243,0.152777,0.0418561,2.78769,0.24652,-0.85991,10.6499,-2.11243,0.152777,0.0418561,2.78769,0.24652,-0.85991,10.6499,-2.11243,0.152777,0.0418561,2.78769,0.24652,-0.85991,10.6499,-2.11243,0.152777,0.0418561,2.78769,0.24652,-0.85991,10.6499,-2.11243,0.152777,0.0418561,2.78769,0.24652,-1.58464,10.5514,-2.09459,0.155854,0.0323719,0.435296,0.0593527,-0.117044,10.7856,-2.15391,0.168982,0.0608745,0.435909,0.0593527,-0.944922,11.3364,-1.80932,0.13756,0.0316585,1.99767,0.0593527,-0.755692,10.0008,-2.43909,0.141668,0.0297919,1.99775,0.0593527,-0.914117,10.9721,-2.801,1.74254,0.337212,-3.09965,0.0593527,-0.787009,10.3647,-1.44737,1.74286,0.328649,-3.09886,0.0593527,
1.5453,-0.875782,10.5254,-2.14874,0.151048,0.0590253,2.60757,0.24652,-0.875782,10.5254,-2.14874,0.151048,0.0590253,2.60757,0.24652,-0.875782,10.5254,-2.14874,0.151048,0.0590253,2.60757,0.24652,-0.875782,10.5254,-2.14874,0.151048,0.0590253,2.60757,0.24652,-0.875782,10.5254,-2.14874,0.151048,0.0590253,2.60757,0.24652,-1.60007,10.4266,-2.12036,0.146709,0.0194198,0.255268,0.0593527,-0.133218,10.6568,-2.20666,0.154548,0.0496159,0.255531,0.0593527,-0.967479,11.2545,-1.97438,0.0915737,0.0577665,1.81532,0.0593527,-0.764856,9.82911,-2.35266,0.0850467,0.0593785,1.81477,0.0593527,-0.924482,10.7188,-2.88456,1.7591,0.515869,-3.07506,0.0593527,-0.808327,10.3646,-1.44249,1.759,0.504837,-3.07444,0.0593527,
1.5554,-0.891656,10.3913,-2.18531,0.146227,0.0758685,2.42686,0.24652,-0.891656,10.3913,-2.18531,0.146227,0.0758685,2.42686,0.24652,-0.891656,10.3913,-2.18531,0.146227,0.0758685,2.42686,0.24652,-0.891656,10.3913,-2.18531,0.146227,0.0758685,2.42686,0.24652,-0.891656,10.3913,-2.18531,0.146227,0.0758685,2.42686,0.24652,-1.61581,10.2942,-2.14617,0.150165,0.0666074,0.075837,0.0593527,-0.149149,10.5151,-2.25892,0.146983,0.0263477,0.0756888,0.0593527,-0.989181,11.1392,-2.14508,0.144556,0.0603279,1.63834,0.0593527,-0.774827,9.67044,-2.26035,0.134224,0.0610232,1.63759,0.0593527,-0.933809,10.4491,-2.94413,1.78959,0.740536,-3.039,0.0593527,-0.830655,10.3603,-1.4612,1.79263,0.755194,-3.0363,0.0593527,
