time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_kie1qS).X,6_rod(payload_bars compound_kie1qS).Y,6_rod(payload_bars compound_kie1qS).Z,6_rod(payload_bars compound_kie1qS).Euler1,6_rod(payload_bars compound_kie1qS).Euler2,6_rod(payload_bars compound_kie1qS).Euler3,6_rod(payload_bars compound_kie1qS).mass,7_rod(payload_bars compound_kie1qS).X,7_rod(payload_bars compound_kie1qS).Y,7_rod(payload_bars compound_kie1qS).Z,7_rod(payload_bars compound_kie1qS).Euler1,7_rod(payload_bars compound_kie1qS).Euler2,7_rod(payload_bars compound_kie1qS).Euler3,7_rod(payload_bars compound_kie1qS).mass,8_rod(payload_bars compound_kie1qS).X,8_rod(payload_bars compound_kie1qS).Y,8_rod(payload_bars compound_kie1qS).Z,8_rod(payload_bars compound_kie1qS).Euler1,8_rod(payload_bars compound_kie1qS).Euler2,8_rod(payload_bars compound_kie1qS).Euler3,8_rod(payload_bars compound_kie1qS).mass,9_rod(payload_bars compound_kie1qS).X,9_rod(payload_bars compound_kie1qS).Y,9_rod(payload_bars compound_kie1qS).Z,9_rod(payload_bars compound_kie1qS).Euler1,9_rod(payload_bars compound_kie1qS).Euler2,9_rod(payload_bars compound_kie1qS).Euler3,9_rod(payload_bars compound_kie1qS).mass,10_rod(payload_bars compound_kie1qS).X,10_rod(payload_bars compound_kie1qS).Y,10_rod(payload_bars compound_kie1qS).Z,10_rod(payload_bars compound_kie1qS).Euler1,10_rod(payload_bars compound_kie1qS).Euler2,10_rod(payload_bars compound_kie1qS).Euler3,10_rod(payload_bars compound_kie1qS).mass,
0.7676,-3.94703,94.3568,-1.08111,0.0781755,-0.229033,2.5965,0.199491,3.11482,94.5506,-0.601246,0.0615983,-0.134764,2.54847,0.199491,0.423377,94.3074,-0.128008,0.0291307,-0.116138,-2.12074,0.199491,0.828336,97.123,-1.71547,-0.0296708,-0.170058,-2.19835,0.199491,0.402585,96.7803,0.100752,-1.92045,-1.39701,0.384022,0.199645,0.0238525,94.603,-2.95025,-1.98072,-1.37508,0.441634,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.7777,-3.96377,94.3457,-1.08902,0.0620889,-0.197773,2.58917,0.199491,3.11656,94.5667,-0.573815,0.00257488,-0.049004,2.54301,0.199491,0.423724,94.3243,-0.107624,0.170072,-0.0306357,-2.14281,0.199491,0.827152,97.1212,-1.72444,0.102674,-0.076124,-2.22412,0.199491,0.403094,96.7959,0.0945817,-1.76266,-1.2712,0.233845,0.199645,0.0244858,94.5803,-2.93933,-2.26007,-1.43785,0.721657,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.7878,-3.98587,94.3282,-1.09317,0.042225,-0.159169,2.58037,0.199491,3.12219,94.5744,-0.538503,0.0944834,-0.178639,2.52254,0.199491,0.422132,94.321,-0.0868909,0.0877954,-0.0864976,-2.15085,0.199491,0.827009,97.1179,-1.73566,0.172125,-0.0252088,-2.23486,0.199491,0.406618,96.8024,0.0874035,-1.95274,-1.39253,0.422417,0.199645,0.0244636,94.5429,-2.93713,-1.95376,-1.34519,0.424675,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.7979,-4.01454,94.3069,-1.09786,0.0361511,-0.141235,2.56714,0.199491,3.13709,94.574,-0.500982,0.140069,-0.234233,2.50413,0.199491,0.418722,94.2982,-0.0638508,-0.0456632,-0.17782,-2.14631,0.199491,0.826171,97.1043,-1.74585,0.0284461,-0.140376,-2.22758,0.199491,0.408032,96.8022,0.0772272,-2.34553,-1.46398,0.814541,0.199645,0.0263648,94.4938,-2.93694,-1.98819,-1.35461,0.462864,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.808,-4.04787,94.2713,-1.10782,0.0307995,-0.124135,2.55296,0.199491,3.15368,94.5618,-0.465759,0.0782834,-0.147699,2.50687,0.199491,0.41591,94.267,-0.037801,-0.0505446,-0.186284,-2.15704,0.199491,0.825645,97.085,-1.75673,-0.0617125,-0.211726,-2.21719,0.199491,0.415273,96.7961,0.0735525,-2.05419,-1.40549,0.528942,0.199645,0.024516,94.4309,-2.93802,-2.29037,-1.4263,0.765362,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.8181,-4.08574,94.2227,-1.11971,0.0346084,-0.119923,2.5375,0.199491,3.17235,94.5388,-0.430407,0.00250112,-0.0449376,2.50517,0.199491,0.414819,94.2264,-0.0122129,0.050116,-0.122537,-2.18418,0.199491,0.825745,97.062,-1.77019,-0.0458969,-0.203555,-2.22646,0.199491,0.424915,96.7769,0.0703088,-1.87764,-1.31614,0.35937,0.199645,0.0203623,94.3578,-2.93467,-2.37827,-1.43255,0.857588,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.8282,-4.12349,94.1658,-1.12818,0.0604033,-0.146973,2.51948,0.199491,3.19062,94.5089,-0.39254,-0.0480246,0.020827,2.49676,0.199491,0.412358,94.1747,0.013538,0.155547,-0.0494759,-2.2063,0.199491,0.825314,97.0291,-1.78572,0.0431029,-0.137741,-2.24558,0.199491,0.434024,96.7464,0.0659479,-1.88032,-1.30388,0.365813,0.199645,0.0189156,94.2723,-2.93425,-2.33336,-1.42224,0.817772,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.8383,-4.16019,94.0993,-1.13598,0.0921184,-0.179974,2.49985,0.199491,3.20836,94.4699,-0.353963,-0.0692359,0.046144,2.48708,0.199491,0.409143,94.1128,0.0406967,0.242449,0.0149776,-2.22111,0.199491,0.824321,96.9856,-1.80091,0.148343,-0.0549104,-2.2597,0.199491,0.443501,96.7061,0.0622024,-1.95299,-1.33333,0.440082,0.199645,0.0179079,94.1759,-2.93756,-2.28915,-1.41128,0.778673,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.8484,-4.18983,94.0234,-1.13818,0.20011,-0.313024,2.4631,0.199491,3.22756,94.4199,-0.316644,-0.0538556,0.0238833,2.47868,0.199491,0.405091,94.0408,0.0680183,0.303219,0.0631276,-2.23164,0.199491,0.823688,96.932,-1.81456,0.230518,0.0120607,-2.26651,0.199491,0.453555,96.6575,0.059436,-2.07012,-1.36972,0.55829,0.199645,0.0166632,94.0727,-2.93914,-2.25124,-1.40015,0.744599,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.8585,-4.18839,93.9509,-1.12926,0.357354,-0.490536,2.39326,0.199491,3.25113,94.3547,-0.282974,0.0223351,-0.0737748,2.46875,0.199491,0.38833,93.9526,0.101175,0.149137,-0.0576895,-2.24083,0.199491,0.820237,96.8643,-1.8319,0.239309,0.0186213,-2.27251,0.199491,0.461338,96.5892,0.0686167,-2.36141,-1.42239,0.850153,0.199645,0.0267625,93.9869,-2.92926,-2.25458,-1.40269,0.743203,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.8686,-4.17374,93.8697,-1.12143,0.308233,-0.452622,2.40683,0.199491,3.26501,94.2675,-0.249889,-0.103998,0.0901405,2.46643,0.199491,0.381737,93.8564,0.142098,-0.0953166,-0.245218,-2.20453,0.199491,0.812087,96.7999,-1.83343,0.0984547,-0.103854,-2.27206,0.199491,0.456119,96.515,0.090323,-2.7927,-1.45103,1.28072,0.199645,0.0297256,93.905,-2.90965,-2.40655,-1.42272,0.892628,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.8787,-4.15998,93.7578,-1.10731,0.0858299,-0.213102,2.47992,0.199491,3.26331,94.1816,-0.215914,-0.157961,0.15638,2.46198,0.199491,0.375475,93.7589,0.176056,0.138022,-0.0725274,-2.2383,0.199491,0.816152,96.7375,-1.81426,-0.0680926,-0.241656,-2.24545,0.199491,0.437384,96.4427,0.13402,-2.30971,-1.40954,0.800421,0.199645,0.0272041,93.8126,-2.89129,-2.28744,-1.40004,0.778608,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.8888,-4.14307,93.6552,-1.08442,-0.0179253,-0.0826955,2.50194,0.199491,3.26104,94.0879,-0.175923,-0.0511295,0.0227187,2.47745,0.199491,0.363711,93.6563,0.207887,0.221419,-0.0138135,-2.23578,0.199491,0.80008,96.6598,-1.78727,-0.0528329,-0.236127,-2.24644,0.199491,0.421145,96.342,0.187013,-2.14821,-1.36875,0.646321,0.199645,0.0356065,93.73,-2.8627,-2.27439,-1.39605,0.7655,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.8989,-4.1412,93.5414,-1.06135,-0.0234686,-0.0721591,2.51181,0.199491,3.26356,93.9921,-0.136275,0.0362264,-0.0898034,2.48192,0.199491,0.349684,93.5463,0.235642,0.00241371,-0.189163,-2.20429,0.199491,0.782669,96.5695,-1.73932,0.173022,-0.0597763,-2.27357,0.199491,0.39455,96.2311,0.239966,-2.59236,-1.42841,1.08932,0.199645,0.0474067,93.6478,-2.82327,-2.45383,-1.41928,0.944319,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.909,-4.14492,93.4162,-1.04136,0.0398318,-0.152589,2.5168,0.199491,3.2649,93.8911,-0.103823,0.00116561,-0.0468389,2.49173,0.199491,0.34103,93.4302,0.266644,-0.136168,-0.290042,-2.15928,0.199491,0.76305,96.4637,-1.66815,0.258476,0.00129247,-2.27022,0.199491,0.357504,96.1216,0.304349,-2.6202,-1.42747,1.12135,0.199645,0.0596334,93.5542,-2.7931,-2.32911,-1.39806,0.825006,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
0.9191,-4.15418,93.2827,-1.01971,0.175689,-0.329537,2.49897,0.199491,3.25675,93.7791,-0.0628815,0.0693318,-0.132926,2.49495,0.199491,0.333859,93.3029,0.300393,-0.0956738,-0.269247,-2.15656,0.199491,0.753503,96.3474,-1.61052,0.193139,-0.0643611,-2.26279,0.199491,0.324438,95.9934,0.367395,-2.14676,-1.35439,0.660051,0.199645,0.0730708,93.4644,-2.75428,-2.12554,-1.34822,0.629133,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
