time,0_rod(payload_bars compound_j8RNsn).X,0_rod(payload_bars compound_j8RNsn).Y,0_rod(payload_bars compound_j8RNsn).Z,0_rod(payload_bars compound_j8RNsn).Euler1,0_rod(payload_bars compound_j8RNsn).Euler2,0_rod(payload_bars compound_j8RNsn).Euler3,0_rod(payload_bars compound_j8RNsn).mass,1_rod(payload_bars compound_j8RNsn).X,1_rod(payload_bars compound_j8RNsn).Y,1_rod(payload_bars compound_j8RNsn).Z,1_rod(payload_bars compound_j8RNsn).Euler1,1_rod(payload_bars compound_j8RNsn).Euler2,1_rod(payload_bars compound_j8RNsn).Euler3,1_rod(payload_bars compound_j8RNsn).mass,2_rod(payload_bars compound_j8RNsn).X,2_rod(payload_bars compound_j8RNsn).Y,2_rod(payload_bars compound_j8RNsn).Z,2_rod(payload_bars compound_j8RNsn).Euler1,2_rod(payload_bars compound_j8RNsn).Euler2,2_rod(payload_bars compound_j8RNsn).Euler3,2_rod(payload_bars compound_j8RNsn).mass,3_rod(payload_bars compound_j8RNsn).X,3_rod(payload_bars compound_j8RNsn).Y,3_rod(payload_bars compound_j8RNsn).Z,3_rod(payload_bars compound_j8RNsn).Euler1,3_rod(payload_bars compound_j8RNsn).Euler2,3_rod(payload_bars compound_j8RNsn).Euler3,3_rod(payload_bars compound_j8RNsn).mass,4_rod(payload_bars compound_j8RNsn).X,4_rod(payload_bars compound_j8RNsn).Y,4_rod(payload_bars compound_j8RNsn).Z,4_rod(payload_bars compound_j8RNsn).Euler1,4_rod(payload_bars compound_j8RNsn).Euler2,4_rod(payload_bars compound_j8RNsn).Euler3,4_rod(payload_bars compound_j8RNsn).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
13.7259,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79187,5.35104,5.28979,0.00182305,0.316817,-2.43045,0.199491,1.03228,5.33083,2.7619,-0.022096,0.358905,-2.43271,0.199491,-1.35807,4.81056,3.63272,-0.0173177,0.372022,-0.872427,0.199491,-0.273159,6.93819,5.66317,0.0150158,0.333654,-0.849961,0.199491,-0.404472,5.1908,5.8508,-1.88521,0.671702,-0.490234,0.199645,-2.3557,7.46745,3.36027,-1.85346,0.655645,-0.436034,0.199491,
13.736,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.78888,5.35239,5.28707,0.000882993,0.31688,-2.43117,0.199491,1.02772,5.33369,2.76014,-0.0219912,0.357997,-2.43354,0.199491,-1.35807,4.81056,3.63272,-0.0173177,0.372022,-0.872427,0.199491,-0.273758,6.93538,5.65172,0.0160311,0.333638,-0.849972,0.199491,-0.404425,5.19836,5.84481,-1.88504,0.671907,-0.491371,0.199645,-2.35548,7.46735,3.35986,-1.85263,0.654101,-0.435611,0.199491,
13.7461,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.78621,5.35357,5.28467,8.70565e-05,0.31698,-2.43178,0.199491,1.02366,5.33616,2.75856,-0.0213298,0.357827,-2.43406,0.199491,-1.35807,4.81056,3.63272,-0.0173177,0.372022,-0.872427,0.199491,-0.274284,6.93282,5.64162,0.0173321,0.333283,-0.849841,0.199491,-0.404424,5.20494,5.83954,-1.88509,0.672358,-0.492499,0.199645,-2.35528,7.46724,3.35951,-1.85188,0.65271,-0.435235,0.199491,
13.7562,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.78345,5.35514,5.28237,0.000615221,0.317867,-2.43162,0.199491,1.01985,5.33913,2.75708,-0.0222613,0.356423,-2.43453,0.199491,-1.35653,4.82788,3.63027,-0.0173156,0.372024,-0.872432,0.199491,-0.274684,6.93054,5.63325,0.0181073,0.333219,-0.849782,0.199491,-0.404523,5.21042,5.83512,-1.88525,0.672836,-0.493478,0.199645,-2.35494,7.46723,3.35901,-1.85162,0.65225,-0.43509,0.199491,
13.7663,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.76508,5.36549,5.2686,0.0242067,0.336344,-2.42247,0.199491,1.00741,5.34984,2.7587,-0.032042,0.350131,-2.43599,0.199491,-1.33161,4.85216,3.63048,-0.017314,0.372026,-0.872424,0.199491,-0.274186,6.93555,5.63068,0.0190323,0.331005,-0.847469,0.199491,-0.411656,5.21181,5.82845,-1.88821,0.676383,-0.495649,0.199645,-2.34856,7.4756,3.35414,-1.85918,0.666885,-0.438215,0.199491,
13.7764,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.73387,5.36701,5.24446,0.0204887,0.326294,-2.42514,0.199491,1.01064,5.35229,2.76362,-0.041024,0.34154,-2.43882,0.199491,-1.31169,4.86907,3.63104,-0.0173186,0.372021,-0.87243,0.199491,-0.263788,6.94016,5.6287,0.010194,0.335534,-0.850512,0.199491,-0.409921,5.21388,5.82684,-1.87155,0.653489,-0.484598,0.199645,-2.33633,7.47133,3.34679,-1.83909,0.635741,-0.425181,0.199491,
13.7865,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.7191,5.3523,5.22883,-0.0161667,0.282446,-2.43603,0.199491,1.0268,5.36352,2.75917,-0.027601,0.356444,-2.43378,0.199491,-1.30594,4.87393,3.63118,-0.01732,0.37202,-0.872426,0.199491,-0.248026,6.93348,5.62412,0.0220775,0.325703,-0.850028,0.199491,-0.393334,5.20755,5.82116,-1.8849,0.678499,-0.49223,0.199645,-2.31495,7.45964,3.34451,-1.84676,0.65599,-0.43051,0.199491,
13.7966,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.68021,5.36168,5.21356,0.026221,0.314504,-2.41826,0.199491,1.02711,5.38459,2.76012,-0.0385757,0.349773,-2.43324,0.199491,-1.25504,4.93599,3.62916,-0.0173094,0.372031,-0.872419,0.199491,-0.235603,6.93876,5.63051,0.0252321,0.322699,-0.845496,0.199491,-0.386803,5.20476,5.81648,-1.89615,0.695768,-0.500472,0.199645,-2.29263,7.46893,3.34306,-1.84919,0.664854,-0.430304,0.199491,
13.8067,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.61611,5.38018,5.18085,0.06681,0.344519,-2.40466,0.199491,1.03413,5.39343,2.7862,-0.0562466,0.334495,-2.43616,0.199491,-1.25393,4.937,3.62922,-0.0173244,0.372015,-0.872427,0.199491,-0.21919,6.96055,5.64254,-0.00255513,0.339452,-0.847186,0.199491,-0.388207,5.21596,5.81632,-1.86784,0.656761,-0.479716,0.199645,-2.27339,7.48644,3.3366,-1.84515,0.66298,-0.426992,0.199491,
13.8168,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.59164,5.395,5.16675,0.0155141,0.274018,-2.41773,0.199491,1.06102,5.42175,2.77258,-0.038376,0.352181,-2.42696,0.199491,-1.17699,5.02074,3.62705,-0.0173109,0.37203,-0.872419,0.199491,-0.209766,6.9662,5.64821,0.0498679,0.294623,-0.833524,0.199491,-0.363187,5.21654,5.81852,-1.88389,0.684579,-0.487798,0.199645,-2.24942,7.5002,3.32849,-1.8551,0.688145,-0.429915,0.199491,
13.8269,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.56564,5.38425,5.13139,0.0219537,0.28071,-2.4201,0.199491,1.09875,5.45095,2.80261,-0.032776,0.357399,-2.42626,0.199491,-1.12877,5.04239,3.63066,-0.0173273,0.372011,-0.872431,0.199491,-0.154729,7.00453,5.65541,-0.0109538,0.33903,-0.85468,0.199491,-0.335669,5.22858,5.82206,-1.85458,0.654993,-0.469965,0.199645,-2.18826,7.50549,3.31726,-1.82141,0.646067,-0.404703,0.199491,
13.837,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.46385,5.39051,5.10513,0.0477939,0.281909,-2.41075,0.199491,1.16648,5.49678,2.8036,-0.0465022,0.336494,-2.42755,0.199491,-1.07863,5.08435,3.63073,-0.017318,0.372022,-0.872421,0.199491,-0.115205,7.02955,5.68045,0.0529181,0.288236,-0.834517,0.199491,-0.278905,5.2507,5.82415,-1.88372,0.710284,-0.485585,0.199645,-2.14686,7.52339,3.32302,-1.83262,0.684939,-0.417236,0.199491,
13.8471,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.37778,5.39119,5.09976,0.0455359,0.260909,-2.40934,0.199491,1.2398,5.55361,2.80681,-0.0844593,0.281944,-2.43662,0.199491,-0.980405,5.16647,3.6301,-0.0173088,0.372032,-0.872421,0.199491,-0.0867041,7.07359,5.69567,0.0150348,0.319451,-0.844628,0.199491,-0.23412,5.27835,5.83915,-1.84885,0.674965,-0.463385,0.199645,-2.08163,7.55652,3.3215,-1.81401,0.67264,-0.407794,0.199491,
13.8572,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.3274,5.39555,5.08058,0.0672048,0.275658,-2.41149,0.199491,1.30192,5.62454,2.84032,0.00728781,0.371659,-2.40737,0.199491,-0.90953,5.2256,3.62903,-0.0173082,0.372032,-0.872443,0.199491,-0.0269831,7.13648,5.7212,0.0417944,0.294732,-0.839203,0.199491,-0.190091,5.33022,5.86468,-1.85533,0.70353,-0.469944,0.199645,-2.01749,7.59523,3.31401,-1.82397,0.719037,-0.415702,0.199491,
13.8673,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.26819,5.44708,5.04387,0.0594571,0.238975,-2.41138,0.199491,1.38052,5.71346,2.84827,-0.0416965,0.30407,-2.42087,0.199491,-0.854601,5.27123,3.62777,-0.017317,0.372023,-0.872416,0.199491,0.0174488,7.20638,5.75186,0.0367847,0.299003,-0.843203,0.199491,-0.124381,5.38504,5.87407,-1.82271,0.672864,-0.446132,0.199645,-1.96919,7.65765,3.32303,-1.7918,0.686976,-0.39124,0.199491,
13.8774,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.22371,5.47854,5.0183,0.0308814,0.19611,-2.41744,0.199491,1.48922,5.79424,2.86734,-0.0156268,0.309834,-2.41381,0.199491,-0.791362,5.32023,3.62662,-0.017326,0.372013,-0.872427,0.199491,0.0552343,7.29187,5.76923,0.0598591,0.276458,-0.832937,0.199491,-0.0585326,5.46028,5.88369,-1.8201,0.697872,-0.439331,0.199645,-1.91499,7.73343,3.31237,-1.76848,0.669756,-0.377766,0.199491,
13.8875,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.20223,5.49454,4.99816,0.1066,0.272552,-2.39517,0.199491,1.59933,5.90088,2.88848,0.0205392,0.324327,-2.40387,0.199491,-0.665411,5.40916,3.62473,-0.0173041,0.372037,-0.872442,0.199491,0.120295,7.37922,5.79009,0.0604809,0.282445,-0.831625,0.199491,0.0270817,5.5388,5.89154,-1.79222,0.689111,-0.426145,0.199645,-1.85226,7.81395,3.31159,-1.77785,0.724358,-0.384378,0.199491,
13.8976,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.13775,5.54936,4.94758,0.08629,0.236478,-2.39159,0.199491,1.71589,6.01793,2.92418,0.0122013,0.288366,-2.40411,0.199491,-0.609941,5.45488,3.62204,-0.0173186,0.372021,-0.872419,0.199491,0.181151,7.47089,5.81817,0.0711502,0.274936,-0.822869,0.199491,0.118749,5.62835,5.89138,-1.79538,0.736231,-0.427158,0.199645,-1.7833,7.91259,3.33126,-1.74023,0.68948,-0.359281,0.199491,
13.9077,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.0563,5.59126,4.93378,0.0590322,0.18491,-2.40023,0.199491,1.84711,6.13093,2.95149,0.0456547,0.289252,-2.39534,0.199491,-0.536592,5.49663,3.62182,-0.0173226,0.372017,-0.872423,0.199491,0.224763,7.56077,5.8345,0.100373,0.247601,-0.810328,0.199491,0.201794,5.74266,5.91447,-1.75329,0.70008,-0.39669,0.199645,-1.71297,8.0101,3.32972,-1.74388,0.737264,-0.363079,0.199491,
13.9178,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.98833,5.63438,4.91623,0.210936,0.330942,-2.36265,0.199491,1.96207,6.25592,2.97144,0.0396768,0.24963,-2.40383,0.199491,-0.448175,5.53479,3.62336,-0.0173128,0.372027,-0.872424,0.199491,0.264112,7.66744,5.85903,0.0919907,0.264528,-0.820774,0.199491,0.281401,5.85186,5.94503,-1.74115,0.719651,-0.392144,0.199645,-1.66336,8.08793,3.3519,-1.70256,0.689799,-0.343478,0.199491,
13.9279,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.93948,5.66057,4.9114,0.190015,0.299514,-2.37021,0.199491,2.06478,6.38425,2.99411,0.107874,0.291625,-2.39463,0.199491,-0.417595,5.56579,3.62005,-0.0173209,0.372018,-0.872431,0.199491,0.310836,7.77979,5.87865,0.125425,0.243415,-0.824688,0.199491,0.363063,5.96337,5.96913,-1.72749,0.73918,-0.388018,0.199645,-1.62038,8.16685,3.36491,-1.70902,0.737592,-0.35477,0.199491,
13.938,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.89938,5.6701,4.91226,0.0610053,0.154317,-2.40638,0.199491,2.14743,6.53452,2.99621,0.0913258,0.251375,-2.39979,0.199491,-0.36655,5.61742,3.6143,-0.0173202,0.372019,-0.872418,0.199491,0.351784,7.90378,5.89354,0.140063,0.2361,-0.822678,0.199491,0.424234,6.06423,5.98312,-1.69374,0.71234,-0.372229,0.199645,-1.56234,8.26665,3.35231,-1.69641,0.756584,-0.351594,0.199491,
13.9481,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.8649,5.67609,4.91436,0.020959,0.105353,-2.42089,0.199491,2.23766,6.65435,3.00863,0.0860806,0.226698,-2.41217,0.199491,-0.309135,5.65361,3.61209,-0.0173143,0.372026,-0.872425,0.199491,0.370005,8.03736,5.90895,0.139848,0.25124,-0.825718,0.199491,0.486263,6.17409,5.99243,-1.67469,0.710049,-0.367257,0.199645,-1.54893,8.34154,3.33367,-1.63441,0.659365,-0.32261,0.199491,
13.9582,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.83884,5.70288,4.90658,0.189991,0.268543,-2.39343,0.199491,2.3264,6.76841,2.99915,0.111066,0.230495,-2.41301,0.199491,-0.293387,5.67711,3.60851,-0.0173063,0.372035,-0.872428,0.199491,0.386557,8.1497,5.92596,0.147126,0.247089,-0.840274,0.199491,0.535511,6.252,6.01713,-1.65822,0.703977,-0.350652,0.199645,-1.52155,8.41171,3.31935,-1.65185,0.729456,-0.337308,0.199491,
13.9683,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.79967,5.75653,4.8819,0.324952,0.390456,-2.35962,0.199491,2.39738,6.84206,3.00312,0.170614,0.281422,-2.39949,0.199491,-0.182126,5.7527,3.60192,-0.0173256,0.372013,-0.872436,0.199491,0.373937,8.25746,5.9715,0.155795,0.224632,-0.847269,0.199491,0.522487,6.27309,6.10578,-1.64657,0.698065,-0.331804,0.199645,-1.47023,8.46732,3.28957,-1.65977,0.77095,-0.342631,0.199491,
13.9784,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.73151,5.76153,4.85734,0.0261898,0.0606397,-2.42344,0.199491,2.46773,6.91106,3.03051,0.0961213,0.189775,-2.41693,0.199491,-0.14921,5.77601,3.59951,-0.0173204,0.372019,-0.872429,0.199491,0.385524,8.35036,6.05074,0.173002,0.201058,-0.857053,0.199491,0.56306,6.29435,6.13167,-1.63516,0.705564,-0.325747,0.199645,-1.42273,8.52832,3.28567,-1.5938,0.645007,-0.296159,0.199491,
13.9885,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.67303,5.73807,4.8354,-0.130611,-0.118551,-2.41091,0.199491,2.56083,6.98599,3.05741,0.0873902,0.168105,-2.41841,0.199491,-0.125007,5.79563,3.59711,-0.0173192,0.37202,-0.872429,0.199491,0.410393,8.43693,6.11577,0.146531,0.22394,-0.866189,0.199491,0.617854,6.32111,6.13819,-1.60717,0.68583,-0.302006,0.199645,-1.36213,8.53859,3.32107,-1.60338,0.706443,-0.313132,0.199491,
13.9986,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.61703,5.71003,4.8362,-0.12824,-0.11407,-2.40136,0.199491,2.63252,7.07202,3.0742,0.197039,0.268725,-2.39372,0.199491,-0.100149,5.83394,3.59048,-0.0173206,0.372019,-0.872425,0.199491,0.429401,8.48004,6.15195,0.158033,0.220508,-0.8674,0.199491,0.668124,6.32885,6.17877,-1.59029,0.691926,-0.296868,0.199645,-1.32296,8.58427,3.34075,-1.61214,0.755339,-0.331433,0.199491,
14.0087,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.55741,5.66918,4.86799,0.138692,0.178584,-2.38112,0.199491,2.65843,7.13903,3.10372,0.116658,0.166891,-2.41506,0.199491,-0.0999039,5.83427,3.59041,-0.0173127,0.372027,-0.872427,0.199491,0.440817,8.53809,6.18582,0.197962,0.199386,-0.858764,0.199491,0.704169,6.35145,6.20293,-1.60145,0.761704,-0.318222,0.199645,-1.33002,8.61835,3.36683,-1.57853,0.701449,-0.315492,0.199491,
14.0188,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.52869,5.63301,4.88053,0.424089,0.438933,-2.29351,0.199491,2.67316,7.20796,3.11114,0.152105,0.196533,-2.40458,0.199491,-0.0598217,5.873,3.58468,-0.0173055,0.372035,-0.872421,0.199491,0.441832,8.57978,6.2188,0.187232,0.20917,-0.864306,0.199491,0.716049,6.36285,6.22451,-1.56762,0.710544,-0.299709,0.199645,-1.29359,8.6435,3.37562,-1.59602,0.770447,-0.333841,0.199491,
14.0289,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.49298,5.63028,4.85066,0.0591296,0.0750128,-2.39559,0.199491,2.70576,7.25416,3.12683,0.205178,0.247314,-2.3956,0.199491,-0.0511145,5.88778,3.58196,-0.0173184,0.372021,-0.872422,0.199491,0.439268,8.62169,6.22779,0.183827,0.209325,-0.86934,0.199491,0.721398,6.38001,6.24063,-1.54831,0.684732,-0.285518,0.199645,-1.27524,8.65405,3.36478,-1.54852,0.69003,-0.304551,0.199491,
14.039,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.4682,5.63914,4.8282,-0.0318928,-0.045782,-2.39976,0.199491,2.73108,7.26947,3.11307,0.139239,0.162545,-2.41543,0.199491,-0.0508632,5.89216,3.58099,-0.0173145,0.372025,-0.872428,0.199491,0.406557,8.65335,6.22811,0.207159,0.191549,-0.874526,0.199491,0.723138,6.40438,6.2452,-1.56839,0.74803,-0.294854,0.199645,-1.29527,8.65132,3.34321,-1.57884,0.772107,-0.326176,0.199491,
14.0491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.46156,5.64607,4.80261,0.298357,0.284324,-2.37287,0.199491,2.71035,7.30065,3.11445,0.221217,0.246175,-2.3975,0.199491,-0.0260094,5.9303,3.57402,-0.0173202,0.372019,-0.872424,0.199491,0.39369,8.67158,6.21686,0.17497,0.209072,-0.885838,0.199491,0.683923,6.43103,6.24961,-1.5311,0.654507,-0.26922,0.199645,-1.27531,8.65644,3.31889,-1.53134,0.688096,-0.288984,0.199491,
14.0592,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.42913,5.67888,4.77952,0.332734,0.29711,-2.37563,0.199491,2.69029,7.31477,3.12127,0.161065,0.167818,-2.41014,0.199491,-0.00205418,5.94966,3.57124,-0.0173175,0.372022,-0.872424,0.199491,0.356853,8.66182,6.19113,0.216303,0.169712,-0.876616,0.199491,0.641598,6.47527,6.24097,-1.55332,0.720089,-0.277826,0.199645,-1.28537,8.66434,3.31194,-1.52895,0.702484,-0.283508,0.199491,
14.0693,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.40893,5.71134,4.75231,0.153907,0.0820883,-2.42327,0.199491,2.66699,7.32889,3.13357,0.147843,0.134981,-2.41172,0.199491,0.0241502,5.97077,3.56818,-0.0173269,0.372012,-0.872429,0.199491,0.328947,8.62866,6.15065,0.209593,0.168093,-0.879445,0.199491,0.601255,6.52237,6.23802,-1.56597,0.763389,-0.283438,0.199645,-1.28566,8.66189,3.31127,-1.54508,0.768381,-0.2876,0.199491,
14.0794,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.39304,5.6983,4.71198,0.0565495,-0.0524325,-2.42823,0.199491,2.64011,7.34956,3.15006,0.217727,0.196004,-2.40189,0.199491,0.0659868,6.00434,3.56311,-0.0173168,0.372023,-0.872428,0.199491,0.335613,8.5867,6.11034,0.177737,0.200337,-0.88575,0.199491,0.616611,6.55728,6.22967,-1.52147,0.671951,-0.261119,0.199645,-1.28376,8.64532,3.30613,-1.50498,0.701595,-0.257109,0.199491,
14.0895,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.37034,5.64975,4.67406,0.219525,0.111892,-2.42289,0.199491,2.63658,7.37261,3.16568,0.2221,0.187971,-2.39956,0.199491,0.0937595,6.04428,3.55541,-0.0173121,0.372028,-0.872434,0.199491,0.359393,8.53878,6.07343,0.19597,0.194096,-0.875976,0.199491,0.637782,6.59537,6.17384,-1.51514,0.695079,-0.262018,0.199645,-1.26683,8.62883,3.28968,-1.48703,0.701232,-0.242836,0.199491,
14.0996,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.31928,5.63461,4.59651,0.535404,0.408251,-2.34394,0.199491,2.63126,7.39687,3.16795,0.171757,0.119012,-2.39839,0.199491,0.117906,6.06393,3.55219,-0.0173138,0.372026,-0.87242,0.199491,0.381725,8.49685,6.024,0.288788,0.117926,-0.841365,0.199491,0.662798,6.6138,6.12076,-1.51907,0.741582,-0.267846,0.199645,-1.26284,8.6248,3.27405,-1.49517,0.782857,-0.246183,0.199491,
14.1097,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.27688,5.60796,4.51329,0.4673,0.319163,-2.37774,0.199491,2.63767,7.39655,3.19262,0.211658,0.149236,-2.38956,0.199491,0.165379,6.1019,3.54594,-0.0173203,0.372019,-0.872424,0.199491,0.403677,8.45725,5.97031,0.291601,0.110295,-0.824376,0.199491,0.682205,6.64138,6.05576,-1.50367,0.742368,-0.255875,0.199645,-1.23985,8.60797,3.24153,-1.4512,0.7043,-0.208065,0.199491,
14.1198,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.23413,5.58446,4.41261,0.193475,0.00646501,-2.41687,0.199491,2.63805,7.41341,3.18546,0.217512,0.141624,-2.3849,0.199491,0.212884,6.17465,3.53075,-0.0173156,0.372024,-0.872432,0.199491,0.411936,8.40654,5.91353,0.189602,0.19994,-0.838158,0.199491,0.691976,6.64306,6.01015,-1.48946,0.750288,-0.243489,0.199645,-1.22011,8.58638,3.21584,-1.43583,0.704895,-0.193329,0.199491,
14.1299,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.19188,5.57696,4.30578,0.0806624,-0.128928,-2.39482,0.199491,2.60441,7.42143,3.18382,0.243453,0.158588,-2.38288,0.199491,0.282792,6.21497,3.52441,-0.0173007,0.372041,-0.872423,0.199491,0.412313,8.38462,5.86384,0.324847,0.0792397,-0.81821,0.199491,0.68007,6.62025,5.96193,-1.47167,0.756683,-0.241433,0.199645,-1.21033,8.56855,3.19985,-1.45725,0.827122,-0.207573,0.199491,
