time,0_rod(payload_bars compound_0kl1Sd).X,0_rod(payload_bars compound_0kl1Sd).Y,0_rod(payload_bars compound_0kl1Sd).Z,0_rod(payload_bars compound_0kl1Sd).Euler1,0_rod(payload_bars compound_0kl1Sd).Euler2,0_rod(payload_bars compound_0kl1Sd).Euler3,0_rod(payload_bars compound_0kl1Sd).mass,1_rod(payload_bars compound_0kl1Sd).X,1_rod(payload_bars compound_0kl1Sd).Y,1_rod(payload_bars compound_0kl1Sd).Z,1_rod(payload_bars compound_0kl1Sd).Euler1,1_rod(payload_bars compound_0kl1Sd).Euler2,1_rod(payload_bars compound_0kl1Sd).Euler3,1_rod(payload_bars compound_0kl1Sd).mass,2_rod(payload_bars compound_0kl1Sd).X,2_rod(payload_bars compound_0kl1Sd).Y,2_rod(payload_bars compound_0kl1Sd).Z,2_rod(payload_bars compound_0kl1Sd).Euler1,2_rod(payload_bars compound_0kl1Sd).Euler2,2_rod(payload_bars compound_0kl1Sd).Euler3,2_rod(payload_bars compound_0kl1Sd).mass,3_rod(payload_bars compound_0kl1Sd).X,3_rod(payload_bars compound_0kl1Sd).Y,3_rod(payload_bars compound_0kl1Sd).Z,3_rod(payload_bars compound_0kl1Sd).Euler1,3_rod(payload_bars compound_0kl1Sd).Euler2,3_rod(payload_bars compound_0kl1Sd).Euler3,3_rod(payload_bars compound_0kl1Sd).mass,4_rod(payload_bars compound_0kl1Sd).X,4_rod(payload_bars compound_0kl1Sd).Y,4_rod(payload_bars compound_0kl1Sd).Z,4_rod(payload_bars compound_0kl1Sd).Euler1,4_rod(payload_bars compound_0kl1Sd).Euler2,4_rod(payload_bars compound_0kl1Sd).Euler3,4_rod(payload_bars compound_0kl1Sd).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
5.2621,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.68565,3.55576,26.6405,0.935173,0.758782,2.49415,0.199491,0.0695332,6.76147,20.705,0.967911,0.867763,2.43672,0.199491,-0.504644,5.87831,23.5368,0.989686,0.934024,-2.2001,0.199491,-3.71115,6.27534,21.7987,0.963949,0.90897,-2.35154,0.199491,-2.64919,7.47166,23.3432,0.839679,-0.631759,-1.53422,0.199645,-2.14194,3.76693,22.1548,0.891286,-0.631042,-1.60675,0.199491,
5.2722,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.68684,3.56164,26.6293,0.950394,0.745575,2.50155,0.199491,0.0494664,6.75269,20.6951,0.961358,0.875411,2.42671,0.199491,-0.525107,5.87926,23.5288,1.05054,0.958878,-2.1543,0.199491,-3.73043,6.25317,21.7877,0.962128,0.907178,-2.35992,0.199491,-2.67434,7.46107,23.3359,0.856228,-0.63024,-1.54275,0.199645,-2.14856,3.76233,22.1496,0.899425,-0.628993,-1.61123,0.199491,
5.2823,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.68816,3.56847,26.6189,0.963509,0.734251,2.50622,0.199491,0.031432,6.74698,20.6837,0.971107,0.872265,2.42836,0.199491,-0.541836,5.88137,23.5198,0.96332,0.922708,-2.22975,0.199491,-3.74581,6.23139,21.7752,0.953359,0.901386,-2.37421,0.199491,-2.69934,7.45067,23.3233,0.852953,-0.628065,-1.5396,0.199645,-2.15355,3.75834,22.1452,0.88614,-0.627674,-1.60301,0.199491,
5.2924,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.69233,3.5743,26.6108,0.952621,0.748471,2.49402,0.199491,0.0131951,6.74127,20.6713,0.972135,0.876107,2.42331,0.199491,-0.558806,5.88459,23.5085,0.877172,0.878878,-2.30267,0.199491,-3.75737,6.21063,21.7633,0.969436,0.912343,-2.36818,0.199491,-2.72403,7.43983,23.3066,0.865268,-0.625983,-1.54596,0.199645,-2.15822,3.75286,22.1397,0.855911,-0.626095,-1.58494,0.199491,
5.3025,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.69835,3.58149,26.6008,0.940772,0.764192,2.48135,0.199491,-0.00802339,6.73334,20.6597,0.964627,0.884737,2.4126,0.199491,-0.580186,5.88905,23.4932,0.910073,0.898727,-2.28181,0.199491,-3.76876,6.19434,21.7495,0.971656,0.915379,-2.37167,0.199491,-2.74713,7.4298,23.287,0.867594,-0.623309,-1.54722,0.199645,-2.16529,3.74831,22.1337,0.85263,-0.624078,-1.58251,0.199491,
5.3126,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.70727,3.59122,26.5884,0.950859,0.759635,2.48379,0.199491,-0.031283,6.7268,20.6489,0.979379,0.876271,2.41961,0.199491,-0.604504,5.89443,23.4748,0.991129,0.940942,-2.22202,0.199491,-3.77997,6.18243,21.7336,0.959731,0.910088,-2.38478,0.199491,-2.76939,7.42123,23.2636,0.870742,-0.620749,-1.54953,0.199645,-2.17469,3.74426,22.1272,0.891575,-0.62153,-1.60474,0.199491,
5.3227,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.72042,3.5994,26.5783,0.957854,0.759435,2.48294,0.199491,-0.0534602,6.72363,20.6369,0.978194,0.879605,2.41405,0.199491,-0.627979,5.90072,23.4545,1.00445,0.949881,-2.21683,0.199491,-3.7894,6.17327,21.717,0.971823,0.921073,-2.37852,0.199491,-2.79197,7.41417,23.2353,0.88597,-0.618518,-1.55914,0.199645,-2.18312,3.73985,22.121,0.915297,-0.618855,-1.61804,0.199491,
5.3328,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.73589,3.60547,26.5704,0.961143,0.764061,2.47839,0.199491,-0.0733206,6.72154,20.6221,0.967933,0.889994,2.40104,0.199491,-0.648827,5.90835,23.4325,0.954344,0.930285,-2.26347,0.199491,-3.79666,6.16538,21.6987,0.972916,0.926092,-2.38152,0.199491,-2.81441,7.40912,23.2025,0.887906,-0.615841,-1.56142,0.199645,-2.18994,3.73493,22.1155,0.910573,-0.616978,-1.61478,0.199491,
5.3429,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.7509,3.615,26.5609,0.988797,0.745653,2.49043,0.199491,-0.0918357,6.71777,20.6043,0.976112,0.887237,2.40232,0.199491,-0.668733,5.91765,23.4088,0.917603,0.915952,-2.2988,0.199491,-3.80316,6.15779,21.6769,0.957862,0.92191,-2.39734,0.199491,-2.83512,7.40592,23.1665,0.893161,-0.612653,-1.5663,0.199645,-2.19684,3.72832,22.1091,0.918028,-0.614462,-1.61892,0.199491,
5.353,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.76447,3.62828,26.5489,1.00483,0.738374,2.49494,0.199491,-0.109858,6.71248,20.5847,0.969351,0.893954,2.39222,0.199491,-0.6892,5.92766,23.3813,0.926058,0.925796,-2.2979,0.199491,-3.8111,6.15046,21.6513,0.964227,0.932336,-2.39552,0.199491,-2.85329,7.4031,23.128,0.900658,-0.609057,-1.5729,0.199645,-2.20389,3.72103,22.1018,0.935509,-0.611396,-1.62893,0.199491,
5.3631,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.77765,3.64188,26.5375,0.974812,0.775476,2.46789,0.199491,-0.129332,6.70769,20.563,0.956484,0.904767,2.37741,0.199491,-0.710694,5.93808,23.3514,0.954914,0.946492,-2.28048,0.199491,-3.81826,6.14384,21.625,0.966903,0.940553,-2.39629,0.199491,-2.87085,7.40023,23.0866,0.908689,-0.605219,-1.57949,0.199645,-2.21111,3.71383,22.0936,0.935414,-0.608832,-1.62849,0.199491,
5.3732,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.7923,3.65609,26.5274,0.934811,0.817947,2.43212,0.199491,-0.150581,6.70469,20.5404,0.961701,0.905033,2.37664,0.199491,-0.731612,5.9487,23.3208,0.936828,0.943249,-2.30157,0.199491,-3.82388,6.13831,21.5996,0.950724,0.936798,-2.41192,0.199491,-2.89069,7.39696,23.0433,0.91691,-0.600992,-1.58612,0.199645,-2.21913,3.70616,22.0844,0.928645,-0.606246,-1.62406,0.199491,
5.3833,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.80865,3.67021,26.5177,0.929505,0.830666,2.42048,0.199491,-0.172947,6.70263,20.5174,0.965035,0.907252,2.37422,0.199491,-0.752505,5.95934,23.2893,0.891662,0.9243,-2.3449,0.199491,-3.8301,6.13308,21.5747,0.95141,0.94443,-2.41402,0.199491,-2.91247,7.39373,22.9986,0.916026,-0.596701,-1.58764,0.199645,-2.22822,3.69842,22.076,0.916728,-0.603726,-1.61663,0.199491,
5.3934,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.82552,3.68192,26.5069,0.952877,0.821927,2.42973,0.199491,-0.196323,6.69974,20.4934,0.953256,0.918336,2.35984,0.199491,-0.775515,5.96966,23.2569,0.885521,0.926847,-2.35678,0.199491,-3.83835,6.12755,21.5484,0.963795,0.959721,-2.40676,0.199491,-2.93506,7.39041,22.9532,0.921371,-0.592425,-1.59271,0.199645,-2.23736,3.69051,22.0674,0.899189,-0.601198,-1.60603,0.199491,
5.4035,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.84315,3.69258,26.4946,0.987737,0.80358,2.44732,0.199491,-0.220778,6.69575,20.469,0.944698,0.926512,2.34788,0.199491,-0.800614,5.97947,23.2238,0.914553,0.949922,-2.34014,0.199491,-3.84916,6.12035,21.5202,0.956563,0.962273,-2.41546,0.199491,-2.95804,7.38573,22.9072,0.935517,-0.588119,-1.6026,0.199645,-2.24721,3.6822,22.0582,0.899681,-0.598058,-1.60577,0.199491,
5.4136,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.86216,3.70426,26.4814,1.01225,0.792535,2.45725,0.199491,-0.246473,6.69185,20.4445,0.948788,0.927115,2.34569,0.199491,-0.826913,5.98856,23.1908,0.933891,0.966671,-2.33137,0.199491,-3.86146,6.11157,21.4911,0.938372,0.957245,-2.43338,0.199491,-2.98322,7.37985,22.8614,0.944238,-0.583942,-1.60941,0.199645,-2.25772,3.67341,22.0476,0.929789,-0.593897,-1.62229,0.199491,
5.4237,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.88247,3.71645,26.4685,1.00853,0.804877,2.44672,0.199491,-0.273054,6.6881,20.4195,0.952608,0.928275,2.34272,0.199491,-0.853918,5.99688,23.1585,0.922625,0.966394,-2.34821,0.199491,-3.87501,6.10091,21.462,0.938304,0.963909,-2.43731,0.199491,-3.01106,7.37294,22.8158,0.944246,-0.580085,-1.61123,0.199645,-2.26858,3.66452,22.037,0.9668,-0.588966,-1.64252,0.199491,
5.4338,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.90283,3.72815,26.4559,0.982008,0.834737,2.41903,0.199491,-0.300349,6.68317,20.3939,0.945048,0.936318,2.33005,0.199491,-0.88164,6.00448,23.1264,0.893328,0.955052,-2.38023,0.199491,-3.89009,6.08731,21.4328,0.951503,0.979201,-2.43122,0.199491,-3.04085,7.36439,22.7707,0.95194,-0.575872,-1.61706,0.199645,-2.27921,3.65504,22.0265,0.990035,-0.584263,-1.65491,0.199491,
5.4439,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.92156,3.74,26.4425,0.959761,0.859262,2.39381,0.199491,-0.328843,6.67643,20.3676,0.934145,0.946218,2.31413,0.199491,-0.910418,6.0114,23.0945,0.863422,0.941603,-2.41285,0.199491,-3.90689,6.07021,21.4032,0.952188,0.98601,-2.43614,0.199491,-3.07195,7.35364,22.7263,0.968908,-0.570968,-1.62759,0.199645,-2.2895,3.64462,22.0158,0.996617,-0.580295,-1.65796,0.199491,
5.454,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.93807,3.75222,26.4273,0.961297,0.866165,2.38634,0.199491,-0.358825,6.66797,20.3405,0.934659,0.950062,2.30699,0.199491,-0.940713,6.01758,23.0624,0.845953,0.934922,-2.43542,0.199491,-3.92535,6.04971,21.3733,0.9364,0.981588,-2.45555,0.199491,-3.10452,7.34093,22.6829,0.979901,-0.565997,-1.63445,0.199645,-2.29985,3.63319,22.0046,0.995705,-0.576594,-1.6569,0.199491,
5.4641,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.95347,3.76468,26.4105,0.986796,0.856372,2.39716,0.199491,-0.390225,6.65723,20.3128,0.942528,0.950339,2.30542,0.199491,-0.972479,6.02305,23.0301,0.843673,0.938254,-2.4458,0.199491,-3.94594,6.02567,21.3434,0.927556,0.981361,-2.46996,0.199491,-3.13878,7.32623,22.6408,0.982019,-0.561189,-1.63633,0.199645,-2.31055,3.62068,21.9932,0.990577,-0.572924,-1.6536,0.199491,
5.4742,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.96901,3.77594,26.3933,1.00787,0.849588,2.4045,0.199491,-0.422899,6.6445,20.2844,0.942635,0.954893,2.29711,0.199491,-1.00575,6.02759,22.9978,0.851849,0.948665,-2.44781,0.199491,-3.96881,5.99818,21.3132,0.938442,0.994557,-2.46869,0.199491,-3.17521,7.30948,22.5996,0.988424,-0.556051,-1.64029,0.199645,-2.32151,3.60712,21.9815,0.985311,-0.569031,-1.65035,0.199491,
5.4843,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.98559,3.78623,26.3757,1.00583,0.859232,2.39428,0.199491,-0.456785,6.63101,20.2552,0.932709,0.964429,2.28005,0.199491,-1.04069,6.03098,22.9661,0.857525,0.956915,-2.4521,0.199491,-3.9944,5.96743,21.2828,0.951261,1.00854,-2.46641,0.199491,-3.2139,7.29093,22.559,1.00453,-0.550453,-1.64897,0.199645,-2.3328,3.59279,21.9693,0.987963,-0.564499,-1.65151,0.199491,
5.4944,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.00589,3.79735,26.3602,1.00507,0.868566,2.38537,0.199491,-0.495857,6.627,20.2284,0.920835,0.974475,2.2636,0.199491,-1.07563,6.03342,22.9357,0.871046,0.9702,-2.44962,0.199491,-4.025,5.95895,21.2563,0.898286,0.973489,-2.5199,0.199491,-3.2569,7.28028,22.521,1.03219,-0.544543,-1.66327,0.199645,-2.34793,3.58561,21.9566,1.00565,-0.559725,-1.6591,0.199491,
5.5045,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.03466,3.80906,26.3467,1.02171,0.867275,2.38889,0.199491,-0.537911,6.63551,20.2018,0.926063,0.979215,2.26335,0.199491,-1.10675,6.04139,22.9094,0.89825,0.990943,-2.43376,0.199491,-4.04689,5.95681,21.2386,0.963649,1.02177,-2.46941,0.199491,-3.30586,7.28109,22.4862,1.03671,-0.542131,-1.6643,0.199645,-2.37306,3.58735,21.9474,1.07047,-0.551763,-1.68974,0.199491,
5.5146,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.06203,3.81975,26.329,1.00875,0.88611,2.36978,0.199491,-0.579939,6.64677,20.1778,0.931983,0.983355,2.26306,0.199491,-1.13879,6.05251,22.89,0.910898,0.998907,-2.42942,0.199491,-4.06531,5.95522,21.2236,1.04738,1.07224,-2.4003,0.199491,-3.35244,7.27281,22.4519,1.00042,-0.543125,-1.64439,0.199645,-2.3946,3.58285,21.9316,1.1272,-0.542259,-1.71653,0.199491,
5.5247,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.08473,3.83003,26.3144,1.00228,0.901164,2.35599,0.199491,-0.618759,6.65096,20.1585,0.963037,0.973586,2.28374,0.199491,-1.17295,6.05781,22.8641,0.88999,0.986897,-2.45384,0.199491,-4.0893,5.9519,21.2073,1.05444,1.07797,-2.39964,0.199491,-3.39546,7.26624,22.4208,1.02804,-0.539074,-1.65788,0.199645,-2.41056,3.58009,21.9234,1.10094,-0.542653,-1.69995,0.199491,
5.5348,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.10317,3.8399,26.3,1.00559,0.911661,2.34961,0.199491,-0.65565,6.65091,20.1423,0.950323,0.983069,2.26788,0.199491,-1.208,6.0664,22.8393,0.881699,0.982648,-2.46657,0.199491,-4.11455,5.94807,21.1898,0.987156,1.04241,-2.46526,0.199491,-3.43486,7.26095,22.3928,1.06828,-0.533347,-1.67819,0.199645,-2.42404,3.57977,21.918,1.03298,-0.546655,-1.66144,0.199491,
5.5449,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.12159,3.85552,26.2826,1.04465,0.899176,2.3712,0.199491,-0.691232,6.65702,20.1281,0.907177,1.00567,2.22647,0.199491,-1.24084,6.07535,22.8187,0.909182,1.00138,-2.44967,0.199491,-4.13581,5.94435,21.1756,1.00041,1.05183,-2.45871,0.199491,-3.47409,7.25505,22.3674,1.03169,-0.534978,-1.6589,0.199645,-2.43895,3.58127,21.9128,1.01603,-0.546055,-1.6497,0.199491,
5.555,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.14299,3.87558,26.2646,1.07517,0.889902,2.38619,0.199491,-0.726377,6.66661,20.1175,0.943655,0.993902,2.252,0.199491,-1.27227,6.08526,22.8019,0.921987,1.00903,-2.4451,0.199491,-4.15316,5.94094,21.1652,1.03849,1.07439,-2.429,0.199491,-3.51386,7.24917,22.3454,1.0548,-0.532246,-1.67004,0.199645,-2.45338,3.58321,21.9054,1.03769,-0.543025,-1.65824,0.199491,
5.5651,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.16571,3.88807,26.2502,0.995941,0.947638,2.31441,0.199491,-0.758718,6.67478,20.1109,0.989872,0.975205,2.28518,0.199491,-1.30363,6.09442,22.7848,0.898909,0.992299,-2.47067,0.199491,-4.17312,5.9367,21.1538,1.07663,1.09505,-2.39951,0.199491,-3.55183,7.24176,22.3256,1.08561,-0.528942,-1.68549,0.199645,-2.46472,3.58828,21.8994,1.04967,-0.541458,-1.66163,0.199491,
5.5752,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.18722,3.89477,26.2384,0.917618,0.994038,2.24048,0.199491,-0.789318,6.68184,20.1068,0.936633,0.999543,2.23524,0.199491,-1.33866,6.10234,22.7703,0.903266,0.993818,-2.47299,0.199491,-4.19547,5.93143,21.1422,1.08562,1.1003,-2.39656,0.199491,-3.58578,7.23579,22.3064,1.05155,-0.5327,-1.6678,0.199645,-2.47423,3.59409,21.898,1.02984,-0.5426,-1.64883,0.199491,
5.5853,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.20942,3.9025,26.227,1.013,0.955843,2.31031,0.199491,-0.818168,6.69004,20.1068,0.909509,1.01021,2.20642,0.199491,-1.37268,6.11151,22.7591,0.925566,1.00723,-2.46056,0.199491,-4.21693,5.92579,21.132,1.07212,1.09416,-2.41365,0.199491,-3.61967,7.22959,22.2914,1.08377,-0.530393,-1.68425,0.199645,-2.48288,3.60017,21.8977,1.03346,-0.542496,-1.64864,0.199491,
5.5954,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.23393,3.91112,26.2167,1.14303,0.884232,2.40505,0.199491,-0.846156,6.70055,20.1108,0.978832,0.980969,2.25855,0.199491,-1.40392,6.122,22.7528,0.920743,1.0019,-2.47116,0.199491,-4.23629,5.92012,21.1242,1.06551,1.09077,-2.42402,0.199491,-3.65494,7.22325,22.2801,1.1047,-0.529088,-1.69528,0.199645,-2.4919,3.60733,21.8978,1.06798,-0.5406,-1.66463,0.199491,
5.6055,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.25965,3.91767,26.2093,1.13692,0.896343,2.39179,0.199491,-0.87265,6.71364,20.1163,0.974666,0.982215,2.24894,0.199491,-1.43583,6.13135,22.7495,0.907381,0.989273,-2.48903,0.199491,-4.25577,5.91353,21.1189,1.07098,1.09284,-2.42344,0.199491,-3.68846,7.21679,22.2707,1.07203,-0.53441,-1.67855,0.199645,-2.49948,3.61514,21.8989,1.10168,-0.538669,-1.68035,0.199491,
5.6156,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.28451,3.92433,26.2048,1.03955,0.960882,2.30513,0.199491,-0.897326,6.72598,20.1241,0.919913,1.00312,2.19686,0.199491,-1.46773,6.14088,22.7479,0.915342,0.99114,-2.48875,0.199491,-4.2779,5.90584,21.1131,1.07586,1.0944,-2.42394,0.199491,-3.71994,7.21114,22.2645,1.11054,-0.532822,-1.69802,0.199645,-2.50491,3.62491,21.902,1.11102,-0.53926,-1.68344,0.199491,
5.6257,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.30765,3.93373,26.1991,0.989954,0.99049,2.25539,0.199491,-0.919989,6.7382,20.1345,0.955499,0.986345,2.22027,0.199491,-1.49824,6.152,22.748,0.932333,0.999074,-2.48057,0.199491,-4.30174,5.8972,21.1076,1.04628,1.07707,-2.45568,0.199491,-3.75063,7.20713,22.2622,1.13352,-0.532401,-1.70988,0.199645,-2.50877,3.63609,21.9064,1.11306,-0.540955,-1.68284,0.199491,
5.6358,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.32961,3.94462,26.1926,1.05686,0.963169,2.30196,0.199491,-0.942682,6.7508,20.1434,1.00006,0.96457,2.25087,0.199491,-1.52731,6.16031,22.7533,0.935477,0.997666,-2.48419,0.199491,-4.32504,5.88727,21.1024,1.00134,1.04674,-2.50039,0.199491,-3.78117,7.20258,22.2621,1.09906,-0.538781,-1.69209,0.199645,-2.5129,3.64088,21.9102,1.13798,-0.539226,-1.69497,0.199491,
5.6459,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.35501,3.94958,26.1888,1.13414,0.925043,2.35613,0.199491,-0.962729,6.75912,20.1466,0.988094,0.969544,2.23542,0.199491,-1.55037,6.16287,22.7607,0.91963,0.982753,-2.50311,0.199491,-4.35005,5.87671,21.0989,0.939078,0.997906,-2.55976,0.199491,-3.81524,7.1962,22.2613,1.11518,-0.539488,-1.70007,0.199645,-2.51857,3.64278,21.9132,1.17866,-0.534822,-1.71549,0.199491,
5.656,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.3818,3.94824,26.1861,1.15671,0.917587,2.3659,0.199491,-0.980725,6.76423,20.1441,0.963214,0.980511,2.2104,0.199491,-1.56833,6.16394,22.7693,0.912242,0.973309,-2.51295,0.199491,-4.3781,5.86553,21.0943,0.89844,0.958514,-2.6,0.199491,-3.8514,7.19236,22.2604,1.16424,-0.536212,-1.72486,0.199645,-2.52554,3.64363,21.9143,1.20864,-0.530765,-1.73016,0.199491,
5.6661,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.40626,3.9474,26.1798,1.1311,0.939152,2.33783,0.199491,-0.996619,6.77129,20.1366,0.975393,0.975195,2.21653,0.199491,-1.58367,6.16229,22.777,0.940542,0.989608,-2.49266,0.199491,-4.41031,5.85281,21.0881,0.910092,0.964733,-2.59695,0.199491,-3.88595,7.18953,22.2601,1.14798,-0.541775,-1.71541,0.199645,-2.52964,3.64366,21.9131,1.21292,-0.529812,-1.73163,0.199491,
